daily_screen_time_hours,social_media_hours,sleep_hours,addicted_label
11.41,5.09,7.77,1
3.5,2.75,6.56,0
3.21,2.85,7.83,0
4.44,4.48,8.78,1
3.53,0.81,6.47,0
10.42,5.31,7.03,1
4.26,4.73,7.83,1
5.05,2.49,5.67,0
10.18,5.07,6.18,1
8.71,4.54,8.01,1
10.36,3.06,5.18,1
11.0,2.71,6.25,1
7.79,4.09,8.66,1
3.24,3.81,6.93,0
6.82,1.99,6.1,1
6.42,2.96,6.21,0
11.47,4.57,6.37,1
11.5,0.59,8.83,1
5.06,4.36,8.44,1
8.08,1.2,7.93,1
10.41,2.81,5.18,1
5.75,3.94,5.94,0
7.86,4.69,4.95,1
10.71,3.45,7.37,1
6.29,3.87,7.87,0
9.69,4.44,5.62,1
7.65,5.93,5.98,1
3.13,3.99,6.29,0
7.08,1.95,7.45,1
7.11,1.03,5.68,0
10.47,1.16,6.06,1
4.28,4.24,7.85,1
9.24,5.98,7.56,1
3.44,5.83,6.85,1
9.38,4.17,7.17,1
6.52,1.38,5.62,1
4.85,1.28,7.37,0
5.69,1.19,4.82,0
6.83,1.43,6.69,0
10.53,5.8,8.39,1
11.85,0.96,5.59,1
8.05,5.11,8.66,1
6.25,4.2,6.27,1
9.02,0.64,8.76,1
6.17,5.81,5.96,1
9.78,4.8,4.9,1
8.76,2.22,6.22,1
3.14,1.54,7.39,0
9.4,5.53,5.16,1
8.52,5.84,8.22,1
5.21,1.74,4.56,0
11.99,1.56,6.3,1
6.28,5.59,4.85,1
9.38,3.44,5.53,1
7.14,2.91,8.98,1
3.57,2.45,5.63,0
8.96,2.2,5.55,1
9.41,2.47,7.26,1
10.52,0.66,5.99,1
4.25,2.39,7.68,0
6.16,4.06,4.92,1
3.02,5.92,5.88,1
4.64,1.7,8.61,0
8.6,5.64,5.04,1
4.74,1.35,6.55,0
6.29,1.82,6.32,0
11.21,3.6,7.91,1
6.64,2.57,5.95,0
4.69,0.99,7.07,0
4.69,5.8,8.43,1
7.12,1.52,7.71,0
11.1,1.14,7.47,1
4.4,3.79,8.65,0
6.68,0.56,8.29,0
4.16,4.29,5.22,1
11.6,4.43,5.79,1
10.62,1.6,6.65,1
5.18,3.88,7.19,0
11.54,2.38,6.08,1
5.03,3.95,4.61,0
11.68,0.81,6.9,1
9.16,0.53,6.24,1
11.43,4.05,6.52,1
7.31,5.44,5.51,1
6.89,2.15,8.46,0
10.95,3.03,6.59,1
8.12,5.71,6.14,1
4.27,1.1,8.25,0
8.94,5.65,4.61,1
8.18,4.9,5.61,1
10.08,0.97,4.74,1
10.57,2.5,8.23,1
11.11,1.34,7.28,1
11.18,1.03,6.63,1
7.03,0.61,6.05,0
9.1,5.54,8.82,1
3.14,5.4,8.33,1
3.47,1.81,6.45,0
3.28,5.3,7.08,1
9.27,2.35,8.03,1
5.4,5.52,7.5,1
4.59,0.86,4.89,0
8.68,2.32,4.75,1
3.03,4.85,4.86,1
7.22,4.52,6.49,1
9.3,4.37,5.95,1
4.96,1.88,4.53,0
6.1,4.53,4.86,1
9.28,3.83,7.77,1
5.82,6.0,4.69,1
7.07,1.28,4.61,1
6.91,5.0,8.76,1
3.2,2.66,6.97,0
7.39,4.16,8.79,1
7.41,5.76,5.9,1
10.26,5.25,4.78,1
10.08,3.55,5.37,1
8.07,5.4,6.23,1
3.6,2.64,7.7,0
8.06,4.81,5.91,1
9.62,1.57,8.06,1
8.86,4.69,8.59,1
11.43,3.01,5.78,1
7.29,1.28,4.61,0
5.92,4.66,7.75,1
4.47,4.43,6.11,1
7.72,4.03,8.2,1
8.8,3.57,5.51,1
5.91,4.66,7.94,1
8.31,1.65,7.66,1
3.07,3.95,6.18,0
11.08,2.66,6.5,1
10.24,4.59,7.07,1
3.49,3.94,5.64,0
11.52,2.64,7.21,1
10.96,5.19,8.76,1
4.94,1.55,4.84,0
7.11,5.63,5.04,1
9.52,3.0,5.73,1
9.1,0.66,6.36,1
9.47,1.61,8.83,1
10.13,4.44,4.9,1
9.54,3.47,6.33,1
9.08,2.74,5.64,1
11.01,2.39,5.15,1
3.74,2.8,4.69,0
7.4,2.29,8.72,0
4.4,4.32,8.52,1
10.43,3.48,4.61,1
11.56,2.82,7.64,1
8.72,3.76,6.75,1
11.54,4.27,8.83,1
7.09,4.62,4.65,1
9.15,3.76,6.78,1
9.28,3.2,5.23,1
7.38,0.53,8.57,1
5.06,2.95,4.96,0
10.15,2.86,6.16,1
3.6,0.98,6.64,0
8.13,4.16,6.18,1
3.36,1.61,6.26,0
3.08,5.34,8.37,1
4.55,3.54,4.82,0
8.1,1.86,6.13,1
4.73,4.5,8.26,1
5.59,4.75,4.8,1
7.18,4.94,6.91,1
11.31,3.83,6.61,1
11.41,5.31,8.67,1
9.08,2.03,5.35,1
9.41,3.54,6.84,1
6.37,2.65,6.57,0
11.85,0.52,8.68,1
11.83,3.95,6.47,1
5.5,3.52,8.67,0
11.79,4.46,5.49,1
7.98,2.24,8.21,1
3.86,5.15,5.25,1
7.02,1.78,6.5,1
6.93,5.31,6.78,1
4.52,2.72,5.73,0
8.81,0.86,7.07,1
5.29,1.76,6.65,0
3.43,1.76,7.27,0
4.27,2.9,6.34,0
7.23,2.83,8.83,0
10.01,3.54,6.9,1
7.51,5.42,6.61,1
7.09,4.41,7.23,1
10.19,4.23,6.32,1
11.43,1.42,4.66,1
5.7,0.63,5.47,0
4.28,5.45,6.3,1
5.21,1.3,6.18,0
6.19,3.32,8.41,0
4.31,4.41,5.48,1
5.56,0.78,6.47,0
8.95,2.92,5.14,1
5.73,5.74,6.38,1
4.47,0.71,5.49,0
10.66,5.76,8.5,1
5.04,0.62,6.79,0
8.0,5.14,6.59,1
6.77,2.32,6.67,1
6.73,5.88,5.89,1
5.58,3.86,5.97,0
7.43,1.01,7.42,1
8.99,0.98,4.95,1
10.42,3.2,8.27,1
3.87,3.84,8.33,0
6.76,5.62,7.5,1
8.29,1.15,5.17,1
6.92,1.17,6.98,0
6.52,2.4,8.12,1
10.34,4.6,8.81,1
3.84,5.32,5.13,1
9.94,3.97,6.18,1
9.12,5.22,6.26,1
7.09,4.46,7.9,1
11.23,3.85,7.16,1
6.55,0.52,8.2,1
11.46,0.59,7.95,1
7.81,3.54,8.67,0
3.72,4.06,5.08,1
4.84,1.4,5.89,0
3.59,4.74,5.31,1
10.07,2.46,8.13,1
6.08,3.37,8.96,1
9.98,2.71,6.68,1
6.49,4.03,6.54,1
11.73,5.24,7.18,1
10.08,4.01,6.42,1
5.53,5.17,6.14,1
4.66,1.01,7.2,0
8.19,3.7,5.9,1
9.77,0.72,7.46,1
7.22,2.49,7.16,0
7.23,4.51,8.2,1
7.43,1.81,6.25,1
5.42,3.89,5.65,0
9.22,3.67,8.85,1
9.16,1.23,7.09,1
4.86,1.29,8.41,0
10.72,1.3,7.5,1
6.9,1.37,7.87,0
4.59,4.73,4.79,1
10.56,5.8,6.47,1
7.59,5.64,6.85,1
8.1,5.37,8.14,1
4.34,0.61,6.39,0
5.26,4.93,7.51,1
11.01,2.29,7.92,1
5.08,5.27,8.98,1
4.97,1.03,6.34,0
8.51,1.01,7.86,1
11.34,3.19,8.49,1
11.41,4.64,7.83,1
9.64,4.53,5.1,1
6.3,4.66,6.44,1
6.37,3.43,4.99,0
9.3,1.41,8.48,1
8.94,1.69,8.27,1
5.66,4.75,7.12,1
3.48,1.49,5.58,0
3.75,3.39,6.97,0
7.66,3.94,6.96,1
9.89,4.79,8.38,1
7.33,4.93,7.41,1
6.41,1.13,7.89,1
11.19,0.92,6.76,1
3.4,0.77,6.2,0
8.07,1.8,5.53,1
9.57,3.54,6.33,1
4.66,0.85,5.05,0
11.66,4.04,8.46,1
5.18,4.2,7.55,1
3.19,5.34,7.75,1
10.86,5.02,6.25,1
6.06,4.26,8.6,1
8.18,4.98,7.97,1
7.19,5.07,4.67,1
11.73,5.03,7.14,1
9.4,3.0,5.06,1
4.21,4.04,6.33,1
7.16,3.25,8.39,0
6.01,2.78,6.86,1
10.41,3.78,8.63,1
3.69,3.82,7.38,0
7.3,5.11,6.33,1
5.48,2.36,4.66,0
10.0,2.36,6.46,1
11.45,5.69,8.48,1
9.16,0.9,8.79,1
7.95,2.9,6.68,1
4.04,2.17,8.93,0
4.91,4.05,4.96,1
10.23,2.07,8.98,1
10.47,4.03,7.54,1
8.21,4.0,7.04,1
4.66,4.79,5.14,1
4.4,4.02,8.51,1
5.93,4.14,8.54,1
11.64,5.38,7.63,1
7.9,1.31,6.98,0
7.34,2.84,5.16,1
6.59,1.32,8.32,1
3.06,5.19,8.48,1
10.33,2.34,4.72,1
10.72,2.27,8.38,1
4.98,2.04,6.49,0
9.87,2.76,4.59,1
8.09,5.63,4.6,1
3.8,1.23,8.69,0
7.18,1.63,7.55,0
10.43,5.89,6.96,1
5.67,1.96,8.39,0
5.48,5.97,5.63,1
9.01,1.44,5.23,1
5.35,5.62,6.03,1
10.87,3.47,5.3,1
7.44,4.37,6.31,1
7.66,4.94,7.94,1
5.95,1.38,7.47,0
9.59,3.38,8.92,1
8.61,3.48,8.79,1
7.57,2.11,6.02,0
7.07,3.5,8.61,1
7.3,3.47,8.7,1
7.43,3.48,6.46,0
10.11,3.43,7.4,1
9.8,2.65,6.55,1
10.67,1.98,6.57,1
8.71,1.23,5.71,1
5.35,4.26,7.93,1
6.63,3.74,6.88,1
3.23,4.05,8.77,1
3.07,2.19,8.52,0
4.79,5.08,8.07,1
3.97,5.05,5.28,1
10.66,0.75,8.31,1
7.11,3.89,7.16,1
6.25,1.79,7.95,1
10.78,3.71,6.93,1
11.85,5.41,7.8,1
5.74,3.88,7.62,0
6.35,1.76,8.81,1
3.05,2.37,7.35,0
8.55,2.62,5.15,1
4.35,0.54,7.82,0
10.27,1.08,5.07,1
3.53,4.56,6.37,1
4.49,3.09,6.55,0
8.06,1.96,7.07,1
5.17,1.06,7.73,0
10.08,4.51,8.85,1
10.93,5.75,7.46,1
8.88,4.36,8.53,1
9.52,3.05,5.23,1
8.5,4.49,8.21,1
3.5,1.86,6.87,0
11.51,3.35,7.54,1
10.95,1.96,8.73,1
9.24,4.47,6.11,1
11.8,1.8,7.08,1
10.85,3.64,8.01,1
4.79,2.02,4.76,0
9.18,3.25,6.29,1
6.69,4.64,7.97,1
3.38,3.9,6.04,0
8.15,2.87,7.47,1
3.81,0.62,6.86,0
6.38,0.59,8.31,0
4.15,4.32,4.94,1
7.86,2.63,8.31,0
6.8,2.49,6.73,0
10.76,0.62,5.77,1
3.29,0.82,8.57,0
8.61,2.54,6.07,1
10.53,1.88,7.0,1
10.25,4.55,6.52,1
10.31,4.19,4.64,1
7.58,2.75,7.71,1
4.8,2.7,4.58,0
8.37,3.23,6.0,1
6.93,1.32,5.58,1
3.9,5.81,4.81,1
3.18,4.1,8.74,1
9.01,4.39,5.65,1
11.91,4.01,7.16,1
11.6,1.32,6.68,1
9.63,5.82,7.12,1
10.63,5.76,4.73,1
8.95,4.13,5.67,1
8.36,5.37,5.16,1
11.35,5.42,7.91,1
6.94,0.56,5.67,0
8.07,2.15,7.51,1
8.04,3.28,7.1,1
5.06,1.15,7.11,0
9.07,4.95,7.75,1
10.96,5.59,7.24,1
7.61,1.33,6.02,1
7.92,0.5,8.0,0
11.87,2.67,6.87,1
4.93,5.06,7.76,1
4.92,4.46,8.91,1
11.19,2.48,6.73,1
5.46,4.83,6.62,1
8.35,3.65,6.93,1
6.99,2.78,5.52,1
8.55,3.46,8.89,1
5.95,3.74,4.72,0
11.95,1.86,4.7,1
9.77,3.55,5.62,1
6.41,0.54,7.08,0
11.28,5.99,8.56,1
10.1,1.94,5.9,1
10.04,2.2,8.02,1
10.88,4.81,6.38,1
3.08,5.63,5.03,1
5.8,1.24,4.62,0
7.8,3.34,7.92,1
11.92,1.2,7.18,1
10.13,5.19,5.16,1
6.08,2.87,8.4,1
4.57,1.2,5.55,0
5.29,4.09,7.83,1
11.41,5.92,7.94,1
9.88,1.84,7.84,1
6.18,0.57,4.8,1
3.3,3.85,7.74,0
3.32,5.56,4.97,1
11.9,2.03,6.12,1
7.28,3.91,4.98,0
11.64,3.32,6.24,1
7.33,4.37,8.28,1
9.73,2.6,8.57,1
5.14,4.86,7.41,1
11.32,4.41,5.16,1
9.22,2.62,8.6,1
7.93,5.0,4.92,1
8.31,4.65,8.02,1
10.49,4.85,7.98,1
11.49,5.74,4.84,1
3.66,5.48,8.4,1
5.92,2.69,5.71,0
6.87,3.52,6.9,1
5.11,2.88,7.05,0
6.34,3.75,4.85,0
4.19,5.35,8.32,1
7.98,0.53,6.16,1
7.38,2.1,6.7,0
8.48,3.76,5.3,1
9.49,2.52,6.99,1
3.03,3.68,6.74,0
4.98,4.37,4.74,1
11.28,3.86,5.76,1
9.45,1.82,6.25,1
3.82,3.66,8.3,0
3.73,5.34,8.18,1
7.16,4.95,4.52,1
9.29,1.75,6.85,1
5.51,3.1,4.9,0
4.92,4.74,6.0,1
3.62,5.41,8.06,1
3.54,5.24,7.85,1
4.76,2.17,6.22,0
5.98,0.79,7.67,0
4.44,3.61,4.65,0
11.01,1.05,8.01,1
9.34,2.95,5.3,1
9.29,0.96,4.87,1
10.74,4.68,5.94,1
3.29,2.05,7.94,0
8.8,5.52,4.72,1
4.83,5.43,5.07,1
5.7,3.87,7.44,0
9.17,2.37,4.65,1
11.49,5.5,6.24,1
9.25,1.19,5.37,1
6.53,3.02,6.0,0
11.87,2.22,5.79,1
4.97,1.72,4.57,0
3.05,4.7,6.8,1
4.98,1.25,7.55,0
3.79,3.76,5.25,0
7.12,2.45,8.92,1
10.21,5.13,4.53,1
11.16,3.38,6.7,1
4.9,2.54,7.15,0
6.44,3.34,7.98,0
8.48,1.35,5.28,1
4.51,4.65,6.98,1
3.53,0.99,7.45,0
8.2,4.41,7.81,1
4.97,1.22,8.33,0
3.84,2.35,5.39,0
6.2,5.47,5.09,1
7.23,2.58,5.22,0
10.39,0.87,7.05,1
6.3,3.56,8.29,0
11.37,0.96,6.13,1
6.52,1.58,7.73,0
4.17,1.43,5.03,0
9.26,1.97,8.33,1
9.52,5.49,7.07,1
11.53,5.86,4.76,1
3.7,4.39,6.75,1
11.25,3.6,6.54,1
6.93,3.6,6.24,1
4.14,1.47,7.64,0
9.84,3.78,7.09,1
10.83,2.02,7.15,1
8.86,3.71,8.73,1
7.08,2.77,4.97,1
11.28,1.28,6.97,1
9.65,1.47,6.57,1
9.22,2.76,5.16,1
6.66,1.57,4.78,0
3.57,5.6,7.46,1
3.59,1.52,5.38,0
10.26,4.32,4.66,1
4.58,4.46,7.77,1
10.45,5.23,5.17,1
3.01,2.5,8.52,0
3.78,2.43,8.58,0
10.26,5.06,4.56,1
11.67,3.21,8.65,1
6.98,1.94,8.84,0
5.28,1.35,7.83,0
4.65,5.39,6.17,1
7.78,1.99,4.97,1
5.92,0.57,6.23,0
8.91,2.62,6.64,1
6.85,4.46,8.63,1
8.32,2.98,4.77,1
9.0,0.89,5.11,1
11.15,3.91,6.54,1
7.41,3.16,7.97,1
7.81,3.11,8.28,0
8.67,2.6,6.81,1
4.43,3.72,6.07,0
9.4,0.51,6.28,1
8.34,5.58,8.17,1
6.66,2.44,4.67,0
3.71,5.36,7.06,1
4.61,2.42,6.36,0
10.56,4.7,5.77,1
5.77,1.92,7.25,0
5.48,2.98,8.45,0
8.34,3.25,7.76,1
3.93,0.54,5.08,0
11.09,3.35,8.03,1
3.09,2.16,6.22,0
3.96,4.78,6.0,1
8.65,5.12,6.44,1
7.97,1.54,5.5,0
11.01,1.55,7.83,1
4.87,1.09,7.71,0
10.12,5.94,8.54,1
8.82,5.85,6.6,1
10.15,5.09,8.17,1
4.79,1.23,5.55,0
5.07,1.71,4.8,0
10.7,1.28,7.88,1
4.9,0.93,7.81,0
9.45,5.73,5.83,1
11.62,4.14,6.18,1
5.89,1.93,7.2,0
5.05,5.3,6.61,1
10.22,3.72,7.91,1
8.64,2.98,5.34,1
5.12,2.41,8.63,0
9.24,4.89,6.09,1
9.62,5.44,5.29,1
3.19,5.21,5.29,1
9.23,4.99,5.86,1
7.18,4.92,7.57,1
7.47,3.93,7.36,1
4.66,5.57,5.22,1
3.75,4.95,7.08,1
3.38,3.75,7.12,0
8.98,5.75,6.01,1
9.51,1.73,4.7,1
4.59,1.34,4.84,0
6.75,3.25,4.97,1
9.75,5.1,6.25,1
7.69,4.77,5.77,1
4.96,4.12,8.69,1
3.41,1.4,8.88,0
4.38,4.68,7.26,1
3.18,1.71,7.82,0
7.85,1.56,4.52,0
7.95,0.51,8.66,0
7.81,2.88,8.7,1
4.93,3.16,6.01,0
5.23,3.54,8.88,0
3.89,3.47,6.07,0
6.65,5.43,4.7,1
7.7,5.21,4.84,1
6.17,3.76,5.61,0
9.31,2.57,6.9,1
4.84,3.89,5.23,0
10.98,3.69,7.32,1
7.36,3.59,5.88,1
11.58,1.56,5.86,1
10.28,1.09,6.9,1
11.68,1.15,6.29,1
5.44,5.08,5.5,1
9.0,3.47,6.63,1
10.09,5.53,7.56,1
3.16,5.83,7.01,1
7.52,3.14,5.03,0
6.85,5.39,8.64,1
8.99,5.75,8.18,1
5.91,2.39,5.12,0
4.94,3.99,4.63,0
6.35,1.73,8.32,1
5.59,4.51,8.23,1
11.52,5.62,6.63,1
7.82,3.5,5.94,1
4.26,5.23,6.76,1
7.76,4.0,5.66,0
5.68,5.31,5.83,1
5.6,5.46,6.7,1
9.2,1.82,8.91,1
7.32,3.11,6.46,1
10.49,1.67,8.15,1
4.69,2.04,6.66,0
4.89,2.68,8.5,0
4.01,3.43,7.1,0
7.86,2.75,5.27,1
6.94,3.59,8.5,0
4.61,0.89,6.92,0
11.09,3.04,6.88,1
7.71,2.65,7.77,1
9.98,3.68,8.25,1
10.5,2.95,5.17,1
8.65,4.11,4.59,1
3.18,4.59,7.13,1
8.82,2.23,4.69,1
5.95,5.34,5.43,1
4.26,2.92,7.74,0
8.64,3.5,8.29,1
10.75,5.01,5.34,1
8.94,5.11,5.32,1
11.23,2.12,5.65,1
6.01,5.3,8.23,1
11.82,0.55,6.4,1
7.76,3.68,8.67,1
9.26,5.23,8.84,1
9.79,2.43,8.24,1
5.39,1.58,6.99,0
11.52,3.75,6.78,1
4.93,2.06,5.63,0
10.43,5.3,5.07,1
10.76,1.78,7.44,1
9.37,3.22,4.95,1
9.43,2.2,5.15,1
11.85,5.26,5.3,1
10.49,4.32,4.95,1
3.89,2.6,6.96,0
10.01,1.8,5.11,1
7.28,2.22,5.11,0
3.81,4.64,5.22,1
7.46,1.52,5.92,0
7.92,5.96,6.55,1
4.65,1.29,6.04,0
5.75,5.03,5.31,1
5.02,1.22,7.21,0
8.26,2.43,4.98,1
10.93,5.96,8.11,1
7.17,6.0,5.71,1
11.79,5.87,5.81,1
8.14,4.49,8.52,1
5.51,1.98,8.78,0
4.69,4.43,5.25,1
3.01,1.64,4.58,0
8.51,0.52,7.06,1
6.46,4.64,5.12,1
7.88,4.53,8.78,1
3.21,3.78,5.75,0
7.71,0.97,7.41,0
8.72,4.93,5.42,1
11.49,3.84,7.67,1
4.24,5.35,7.68,1
8.37,4.72,8.51,1
11.14,3.07,8.87,1
5.65,1.38,8.78,0
10.08,5.86,7.5,1
4.97,1.95,5.08,0
4.8,5.47,7.32,1
9.62,2.89,7.97,1
11.04,5.88,7.35,1
7.49,4.59,7.79,1
7.81,1.4,7.56,1
6.53,2.8,8.69,0
10.95,2.75,8.3,1
8.75,2.49,4.99,1
5.82,2.0,7.77,0
10.59,3.83,5.66,1
9.9,1.06,5.38,1
5.1,1.74,6.75,0
7.83,5.96,4.58,1
5.8,4.11,5.34,1
6.81,5.03,7.71,1
3.95,2.96,8.61,0
11.27,3.11,7.6,1
10.96,4.67,8.94,1
10.61,4.0,6.14,1
7.77,4.38,7.01,1
9.44,3.07,4.62,1
9.09,5.34,5.63,1
10.9,3.58,5.32,1
3.28,1.43,5.37,0
8.27,4.84,6.22,1
9.14,2.46,5.61,1
10.55,5.42,4.52,1
9.33,4.32,7.1,1
5.71,1.09,4.84,0
6.39,4.46,8.95,1
7.95,1.01,8.46,1
7.25,3.53,8.39,1
5.11,2.55,6.04,0
9.61,0.6,7.91,1
6.22,2.93,8.22,0
4.95,3.18,4.57,0
9.05,2.61,5.67,1
7.65,2.15,5.63,0
10.74,4.39,6.97,1
6.88,3.27,8.53,0
9.25,4.79,6.06,1
9.68,5.76,6.43,1
9.63,3.25,6.03,1
4.32,1.5,8.27,0
7.34,1.09,6.17,0
3.51,2.12,5.01,0
11.46,5.1,7.13,1
4.66,2.69,6.4,0
7.01,4.78,8.74,1
11.25,2.57,8.14,1
7.86,5.77,8.68,1
9.64,1.74,7.91,1
8.87,2.14,4.77,1
10.77,3.54,7.15,1
7.55,3.5,7.87,0
8.99,5.57,5.27,1
5.52,3.48,5.28,0
5.2,0.87,7.43,0
5.96,4.45,6.32,1
10.88,2.12,7.16,1
10.48,4.84,8.46,1
11.56,1.15,5.39,1
6.46,3.77,7.05,0
3.68,1.76,6.3,0
11.08,1.28,5.04,1
5.43,1.55,7.61,0
3.9,4.02,4.72,1
8.45,1.2,5.09,1
10.12,3.75,5.86,1
11.65,5.34,8.94,1
9.45,4.16,8.48,1
9.4,3.13,7.83,1
10.76,4.01,8.04,1
7.8,2.44,6.33,0
10.93,4.05,8.07,1
6.55,5.07,6.29,1
3.6,5.1,5.54,1
7.85,1.48,4.92,1
4.29,3.17,6.3,0
5.53,4.4,4.57,1
10.44,4.12,5.43,1
11.68,2.15,6.25,1
7.23,5.42,6.39,1
4.62,5.86,8.14,1
8.58,3.61,4.69,1
9.92,1.43,6.01,1
4.49,5.31,5.51,1
4.56,3.34,7.44,0
4.57,2.65,7.15,0
3.45,3.19,4.92,0
3.46,4.5,8.29,1
9.8,2.72,8.02,1
7.08,5.58,4.55,1
11.79,2.5,6.02,1
5.21,0.65,5.45,0
6.79,5.38,5.77,1
7.52,2.31,6.24,0
9.24,5.28,6.3,1
8.14,1.26,5.68,1
3.27,2.65,4.81,0
9.9,3.3,7.05,1
11.69,4.73,4.91,1
4.42,1.63,8.79,0
4.02,2.47,6.52,0
6.31,5.98,5.72,1
10.05,4.32,7.76,1
8.97,4.23,7.11,1
3.84,0.51,5.01,0
4.83,3.32,8.54,0
7.95,4.08,8.29,1
8.94,5.81,7.41,1
9.47,5.37,8.1,1
8.62,3.01,8.97,1
10.23,2.6,6.0,1
10.29,5.62,8.45,1
6.28,0.55,6.53,0
5.18,2.25,5.89,0
10.34,4.84,4.57,1
11.98,1.87,6.3,1
10.26,3.82,5.78,1
11.56,1.52,8.83,1
11.54,3.63,6.05,1
9.76,4.54,6.82,1
4.09,1.9,8.4,0
9.71,5.87,5.07,1
11.37,1.31,4.8,1
4.96,1.15,6.73,0
6.91,2.3,7.84,0
4.64,2.35,6.68,0
11.29,5.88,6.17,1
7.04,2.75,7.07,0
10.16,2.19,5.93,1
3.47,3.2,6.73,0
10.5,4.59,7.16,1
10.29,5.18,5.79,1
6.74,1.21,8.65,1
10.08,3.96,8.34,1
6.17,1.56,4.83,0
5.89,5.09,7.29,1
10.39,0.51,8.52,1
11.86,5.97,7.7,1
6.54,1.38,5.57,0
7.81,0.57,7.64,0
6.08,2.8,7.22,1
7.55,5.81,4.69,1
10.79,0.93,5.15,1
6.09,4.9,5.0,1
5.03,5.48,8.78,1
3.72,4.63,8.2,1
11.98,1.23,7.66,1
3.66,3.44,8.16,0
6.54,0.73,4.54,1
8.61,3.73,4.7,1
4.22,3.85,7.95,0
11.72,0.73,4.69,1
11.83,3.75,7.86,1
3.15,3.59,6.07,0
10.8,3.78,6.72,1
3.92,2.81,4.64,0
4.18,2.44,6.14,0
9.11,3.99,4.92,1
5.3,0.91,6.49,0
9.25,5.93,7.75,1
10.63,2.73,8.48,1
7.14,3.51,4.72,1
7.88,1.84,7.04,0
10.65,1.29,5.46,1
10.82,5.57,8.17,1
7.26,1.8,7.74,0
3.2,1.02,6.4,0
11.65,3.22,5.17,1
10.58,4.3,8.62,1
4.12,0.52,8.93,0
7.21,1.7,7.77,1
3.03,3.57,4.66,0
3.76,5.03,5.84,1
7.56,2.85,8.67,0
4.72,3.3,8.07,0
5.41,3.77,6.85,0
5.32,5.53,7.83,1
9.98,2.9,5.5,1
8.27,5.64,7.47,1
3.04,0.9,7.65,0
10.44,5.61,6.57,1
7.73,3.5,6.96,1
11.89,1.6,6.17,1
7.64,4.28,8.09,1
10.24,0.78,5.13,1
11.11,4.53,5.75,1
3.9,5.81,4.53,1
6.22,2.78,5.19,1
4.29,5.16,8.6,1
7.07,5.77,7.3,1
10.18,2.33,6.91,1
8.25,2.88,7.18,1
5.42,1.65,4.56,0
11.76,0.58,8.79,1
3.01,4.44,8.42,1
5.52,5.13,5.9,1
7.79,3.03,5.01,0
7.51,4.65,8.04,1
8.82,1.71,7.82,1
10.55,2.11,8.92,1
11.84,3.41,6.61,1
6.73,3.52,8.68,1
8.62,5.7,5.27,1
8.65,2.96,8.14,1
5.83,1.61,8.45,0
3.6,3.71,7.01,0
4.89,1.95,6.86,0
5.14,2.7,7.34,0
7.71,2.63,6.8,1
10.86,0.76,8.01,1
8.96,5.17,6.54,1
7.6,2.78,5.51,1
9.66,4.71,8.46,1
6.22,4.04,7.54,1
6.31,3.3,5.9,0
10.66,1.59,5.96,1
10.91,2.98,8.47,1
5.63,2.77,4.61,0
6.89,5.66,7.91,1
8.41,4.37,4.97,1
5.98,2.53,5.24,0
3.62,2.41,7.12,0
10.62,4.4,6.05,1
6.82,2.93,8.54,1
10.09,2.15,7.65,1
3.23,5.98,5.06,1
11.66,3.99,7.09,1
7.07,1.18,6.36,0
10.3,5.57,5.08,1
11.75,3.55,7.28,1
5.48,2.72,5.24,0
4.26,4.95,6.23,1
6.2,4.67,6.47,1
5.91,5.85,4.79,1
7.33,1.49,4.5,1
9.58,4.33,7.11,1
7.2,5.03,7.6,1
6.82,3.33,6.18,0
4.86,0.96,5.53,0
3.7,3.01,7.34,0
8.87,0.51,7.45,1
3.3,1.52,6.44,0
5.59,1.03,6.32,0
3.17,5.91,5.43,1
11.92,1.78,7.49,1
10.65,1.13,5.44,1
6.41,5.85,7.8,1
5.74,3.25,7.24,0
4.56,0.8,5.61,0
8.73,2.48,6.1,1
8.06,0.86,8.82,1
3.95,3.1,6.32,0
9.0,2.36,7.65,1
4.82,5.51,8.66,1
10.77,4.34,7.31,1
7.5,2.86,8.03,0
10.09,0.92,7.53,1
5.2,3.23,4.77,0
10.33,5.77,8.53,1
10.05,3.76,6.29,1
6.1,2.73,4.99,0
10.39,1.94,7.5,1
7.06,4.2,5.51,1
6.15,4.75,7.73,1
5.08,5.85,6.39,1
10.17,1.96,8.39,1
3.09,2.06,7.46,0
8.06,5.35,6.32,1
4.1,5.15,7.84,1
3.67,0.84,4.93,0
10.08,1.04,6.73,1
11.16,4.18,6.84,1
5.85,5.5,8.68,1
10.74,1.53,8.84,1
4.52,4.03,4.72,1
8.37,2.88,6.33,1
11.04,0.51,7.74,1
8.44,3.29,8.92,1
11.45,5.54,6.77,1
6.51,1.23,4.62,0
4.0,1.72,7.42,0
11.72,5.89,4.77,1
4.52,3.26,8.07,0
4.4,0.57,5.2,0
3.83,4.49,8.11,1
10.43,5.7,8.01,1
4.06,4.35,7.0,1
3.15,0.9,5.79,0
11.37,1.94,6.54,1
9.07,5.59,7.9,1
9.01,1.04,8.57,1
7.97,5.77,7.17,1
8.1,0.77,6.84,1
6.78,1.82,6.5,1
6.76,3.58,4.76,0
8.54,1.38,5.71,1
9.08,1.82,5.46,1
5.77,4.46,6.29,1
6.46,5.09,5.23,1
8.59,2.36,8.69,1
5.52,5.51,5.33,1
11.56,3.8,4.89,1
8.31,5.45,8.36,1
